암호화요양기호,요양기관명,검색코드,검색코드명
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,이로운치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,이롬플러스치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,백세이안치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,위례365치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,찬스플란트치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,서울턱사랑니치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,서울더믿음치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,연세위드치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,분당미켈란치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,마음드림치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,바른모양치과의원,17,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,야탑경희한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,야탑경희한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,가족사랑한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,가족사랑한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,삼성내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,LH의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,LH의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,함께하는정신건강의학과의원,SW,(정신질환)낮병동 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,우리가정의학과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,우리가정의학과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,퍼스트소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,위례나무의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,아이들소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,다나이비인후과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz,연세아이맘소아청소년과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,위례하나이비인후과의원,SH,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,삼성드림아이소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,연세생명나무내과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,연세생명나무내과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,두리이비인후과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,노숙영앤유신경과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,노숙영앤유신경과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz,더에이치의원,08,가정간호 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,네이버부속의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,아라본소아청소년과의원,F4,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,미소드림의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,미소드림의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,성남키즈소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,분당삼성내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,베스트내과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,푸른숲소아청소년과의원,F4,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,미래가정의학과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,위례서울소아청소년과의원,F4,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,봄날에산부인과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,속속린내과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,솔잎좌훈한의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,산성한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,산성한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,분당도담한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,분당도담한의원,C7,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,은비뇨기과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,허안과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,황정형외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,홍안과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,성모신경정신건강의학과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,구미신경외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,아폴로헬스케어의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,큰나무정형외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,에스앤유피부과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,노성희산부인과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,조은소아청소년과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,좋은항외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,박병찬피부과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,연세유앤유외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,연세베스트외과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,닥터맘정신건강의학과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,분당삼성의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,강&서마취통증의학과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,연세에덴정신건강의학과의원,G1,그린처방의원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,신지용정신건강의학과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,청솔이비인후과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,리즈피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,서현신정형외과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,마음빛정신건강의학과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,서울메이피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,닥터김이비인후과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,이재수신경외과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,서현삼성이비인후과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,휴피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,아이린피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,위례나무의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,길맨비뇨기과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,아이들소아청소년과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,서울미피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,미래이비인후과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,삼성드림소아청소년과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,엠디그린마취통증의학과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,애플산부인과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,연세행복한산부인과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDQjJDgz,이정욱피부과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,현소아청소년과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,늘바른정형외과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,위례민정형외과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,위례리본정형외과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,위례연세정신건강의학과의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,야탑터미널튼튼본의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,네이버부속의원,G1,그린처방의원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,장앤전내과이비인후과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,새봄이비인후과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,21세기연세의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,아이엠정형외과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,키즈엠소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,로아신경과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,로아신경과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,로아신경과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,두리이비인후과의원,SH,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,위례밝은아이소아청소년과의원,F4,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,현소아청소년과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz,365위례연세내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,서울행복내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,행복한내과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,행복한내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,산타마리24의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,산타마리24의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,산타마리24의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,금빛여성의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,더맑은이비인후과의원,SH,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,윙이비인후과의원,S5,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,서울더블유(W)내과의원,SP,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,수서울내과의원,09,보훈위탁진료 요양기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,분당연세내과의원,AO,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,함께하는정신건강의학과의원,ST,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,함께하는정신건강의학과의원,ST,일차의료 방문진료 수가 시범기관
