암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),진료과목코드
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,W7치과의원,51,치과의원,310000,경기,310403,성남분당구,운중동,13461,"경기도 성남시 분당구 운중로 115, 302~303호 (운중동, 판오션타워상가)",031-707-9577,http://www.wseven.co.kr,20111212,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.0760789,37.3920596,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,e-아름다운치과의원,51,치과의원,310000,경기,310402,성남중원구,상대원동,13225,"경기도 성남시 중원구 희망로 312, 2층 (상대원동)",031-734-7528,,20040503,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1594936,37.4340649,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,e-조아치과의원,51,치과의원,310000,경기,310401,성남수정구,태평동,13290,"경기도 성남시 수정구 수정로 185, 7층 (태평동)",031-757-2704,,20070710,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1404742,37.4437912,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,e-플랜트치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13346,"경기도 성남시 수정구 수정로 208, (신흥동)",031-744-2804,,19950417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1428186,37.4439488,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,e바로치과의원,51,치과의원,310000,경기,310403,성남분당구,삼평동,13524,"경기도 성남시 분당구 판교역로 178, 802호 (삼평동, 서건타워)",031-8016-8528,http://www.ebaro.co.kr/,20121221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1100665,37.3965078,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,e푸른치과의원,51,치과의원,310000,경기,310401,성남수정구,양지동,13140,"경기도 성남시 수정구 산성대로 495, 2층 (양지동)",031-731-1311,,20100709,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.161825,37.455715,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,가온치과의원,51,치과의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 87, 303호 (금곡동, 골드프라자)",031-718-2727,,19951227,3,0,0,0,0,1,0,0,2,0,0,0,0,0,127.1117463,37.3503915,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,가지런이(e)치과교정과치과의원,51,치과의원,310000,경기,310403,성남분당구,대장동,13544,"경기도 성남시 분당구 판교대장로7길 16, 620동 지2층 201호 (대장동, 힐스테이트 판교 엘포레 A6BL)",031-714-2828,,20220714,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.0679728,37.3732002,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,갤러리e치과의원,51,치과의원,310000,경기,310403,성남분당구,구미동,13637,"경기도 성남시 분당구 구미로 11, 705호 (구미동, 구미동빌딩)",031-711-2897,,20050627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1105909,37.3384184,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,건강한웃음치과의원,51,치과의원,310000,경기,310403,성남분당구,백현동,13533,"경기도 성남시 분당구 동판교로 59, 2층 203호 (백현동, 자유퍼스트프라자1)",031-8017-2804,,20150511,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.115058,37.3883538,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,건강한치과의원,51,치과의원,310000,경기,310402,성남중원구,금광동,13179,"경기도 성남시 중원구 산성대로372번길 5, 2,3층 일부호 (금광동)",031-748-2875,,20020408,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1578409,37.4451729,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,고등퍼스트치과의원,51,치과의원,310000,경기,310401,성남수정구,고등동,13105,"경기도 성남시 수정구 고등로 4, 고산빌딩 3층 301-303호 (고등동)",031-603-7522,,20201117,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.0938612,37.4281105,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,구대회현미경치과의원,51,치과의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 192, 야베스밸리 207호 (서현동)",704-7528,,20031129,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1244293,37.3877936,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,굿모닝치과의원,51,치과의원,310000,경기,310401,성남수정구,태평동,13311,"경기도 성남시 수정구 수정로 81, 201호 (태평동, 동인트루빌)",031-734-2225,,19970428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1293436,37.4404571,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,굿패밀리치과의원,51,치과의원,310000,경기,310401,성남수정구,,13642,"경기도 성남시 수정구 위례동로 141, 6층 (창곡동)",031-759-2879,,20160418,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1500709,37.4726432,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,그린치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13338,"경기도 성남시 수정구 수정로 190, 3층 (신흥동)",031-755-8237,,19950502,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.140984,37.4434187,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,금토정성치과의원,51,치과의원,310000,경기,310401,성남수정구,금토동,13453,"경기도 성남시 수정구 금토로80번길 51, 2층 203호 (금토동)",031-709-2888,,20230619,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.0893934,37.4074822,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,김남윤치주과치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13262,"경기도 성남시 수정구 수정로 290, 3층 (신흥동)",031-747-2275,,19990526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1470453,37.4502749,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz,김동선치과의원,51,치과의원,310000,경기,310402,성남중원구,하대원동,13389,"경기도 성남시 중원구 둔촌대로281번길 3, (하대원동)",031-753-2855,,19971222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1491973,37.4299473,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,김명윤치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13365,"경기도 성남시 중원구 성남대로 1142, 3층 (성남동)",031-751-3127,,19870805,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1296086,37.4316461,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,김선민치과의원,51,치과의원,310000,경기,310402,성남중원구,은행동,13153,"경기도 성남시 중원구 은이로7번길 7, (은행동)",031-745-3755,,19940711,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1654221,37.4581059,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,김진걸치과의원,51,치과의원,310000,경기,310403,성남분당구,삼평동,13524,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 6층, 7층 604호, 605호, 703호, 704호 (삼평동)",031-711-5406,,20150303,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1115188,37.3964751,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,김호형웃는치과의원,51,치과의원,310000,경기,310403,성남분당구,이매동,13523,"경기도 성남시 분당구 판교로 446, 그린프라자 2층 (이매동)",031-604-2828,,20191210,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.12336,37.4051244,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,김희삼치과의원,51,치과의원,310000,경기,310403,성남분당구,수내동,13599,"경기도 성남시 분당구 내정로166번길 43, 303호 (수내동, 금산프라자)",031-712-2742,,19940113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1226425,37.3703464,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,나무하나치과의원,51,치과의원,310000,경기,310403,성남분당구,수내동,13601,"경기도 성남시 분당구 불정로 260, 302호 304호 (수내동, 장터조합상가)",031-711-2844,,20160426,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1273629,37.3667754,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,나비치과의원,51,치과의원,310000,경기,310402,성남중원구,상대원동,13207,"경기도 성남시 중원구 사기막골로 124, 메가동 B2층 B203호 (상대원동, SKn테크노파크)",031-776-0428,,20130403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1776495,37.4403449,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,나의특별한치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13376,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸, 2층 2-13호,2-14호,2-15호,2-16호 (성남동)",031-603-2828,,20200915,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.128633,37.4310405,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,나치과의원,51,치과의원,310000,경기,310402,성남중원구,상대원동,13397,"경기도 성남시 중원구 금상로 7, 3층 (상대원동)",031-745-0205,,20091201,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.158649,37.4371513,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,남서울치과의원,51,치과의원,310000,경기,310401,성남수정구,단대동,13144,"경기도 성남시 수정구 산성대로 433, 5층 (단대동)",031-748-7028,,20010316,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1590586,37.4506604,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,노벨치과의원,51,치과의원,310000,경기,310403,성남분당구,정자동,13558,"경기도 성남시 분당구 성남대로331번길 11-3, 3층 (정자동, 여민빌딩)",031-713-9755,http://www.nobeldental.com/,20060721,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1067631,37.3654561,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,노엘치과의원,51,치과의원,310000,경기,310403,성남분당구,이매동,13523,"경기도 성남시 분당구 성남대로779번길 50, 5층 (이매동, MDG빌딩)",031-709-0962,,20040515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1230419,37.3994728,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,뉴욕치과의원,51,치과의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 67, 302호 (금곡동, 금산젬월드)",031-719-2798,http://ny275.com,19981114,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1095235,37.3504972,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,다나치과의원,51,치과의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 황새울로342번길 9, 5층 (서현동, 정현빌딩)",031-702-2828,,19980123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1234385,37.3860699,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,다시젊어지는 치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13376,"경기도 성남시 중원구 성남대로 1127, 한성빌딩 2층,3층 일부호 (성남동)",031-759-0088,,20160107,3,0,0,0,0,1,0,0,2,0,0,0,0,0,127.1288854,37.4303405,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,닥터(Dr.)신치과의원,51,치과의원,310000,경기,310402,성남중원구,상대원동,13201,"경기도 성남시 중원구 갈마치로288번길 14, 성남 SK V1 tower 1층 127호 (상대원동)",031-8035-3355,,20120222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.173853,37.4395083,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,닥터최 치과보존과 치과의원,51,치과의원,310000,경기,310402,성남중원구,여수동,13433,"경기도 성남시 중원구 양현로 469, 4층 403호 (여수동)",031-759-7975,,20130730,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1343224,37.417014,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,닥터한치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13357,"경기도 성남시 중원구 광명로 111, 인성빌딩 302호 (성남동)",031-758-2807,,20240423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1409586,37.4362641,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,닥터홍치과의원,51,치과의원,310000,경기,310403,성남분당구,수내동,13600,"경기도 성남시 분당구 돌마로366번길 8, 4-5동 203호206호 (수내동, 푸른마을상가)",031-712-2884,,20150303,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1239806,37.3694968,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,닥터훈치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13354,"경기도 성남시 수정구 산성대로 309, 4층 (신흥동)",031-733-1791,,20100204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,단아치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13365,"경기도 성남시 중원구 성남대로 1124, 4층 (성남동)",031-755-7522,,20011205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.129868,37.4299823,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,더공감치과의원,51,치과의원,310000,경기,310403,성남분당구,야탑동,13506,"경기도 성남시 분당구 성남대로916번길 11, 201호 (야탑동, 글라스타워)",031-704-8228,,20110927,2,0,0,0,0,0,0,0,2,0,0,0,0,0,127.1298492,37.4108629,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,더서울치과의원,51,치과의원,310000,경기,310401,성남수정구,수진동,13313,"경기도 성남시 수정구 성남대로 1225, 강원빌딩 2층~3층 (수진동)",031-757-1525,,20160623,5,0,0,0,0,0,0,0,5,0,0,0,0,0,127.1275023,37.4392033,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDAjJDgz,더아름다운치과의원,51,치과의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 79, 썬프라자 204-1호 (금곡동)",031-605-2875,,20220701,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1107975,37.3503982,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,더정성치과의원,51,치과의원,310000,경기,310402,성남중원구,금광동,13177,"경기도 성남시 중원구 광명로 331, 5층 (금광동)",031-749-7528,,20230515,2,0,0,0,0,1,0,0,1,0,0,0,0,0,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,데일리치과의원,51,치과의원,310000,경기,310403,성남분당구,정자동,13558,"경기도 성남시 분당구 정자일로 162, 401호 (정자동, 젤존타워2)",726-0772,,20041015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1063239,37.364614,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,덴플러스치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13365,"경기도 성남시 중원구 성남대로1130번길 3, 엠스퀘어빌딩 502호 (성남동)",031-752-7502,,20130313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1297959,37.4307297,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,도진영치과의원,51,치과의원,310000,경기,310402,성남중원구,상대원동,13232,"경기도 성남시 중원구 금상로 60, 우림빌딩 6층 (상대원동)",031-745-4853,,19951017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1628309,37.4404062,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,도촌베스트치과의원,51,치과의원,310000,경기,310402,성남중원구,도촌동,13426,"경기도 성남시 중원구 도촌남로 27, 동강프라자 404호 (도촌동)",031-754-7575,,20160728,2,0,0,0,0,0,0,0,2,0,0,0,0,0,127.1506173,37.414505,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,도촌치과의원,51,치과의원,310000,경기,310402,성남중원구,도촌동,13426,"경기도 성남시 중원구 도촌남로 33, 403호 (도촌동, 세일프라자)",031-758-2870,,20080910,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1511575,37.4145513,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,동산치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13338,"경기도 성남시 수정구 수정로 194, 2층 (신흥동)",031-756-7488,,19870310,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1415116,37.4435666,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,두리치과의원,51,치과의원,310000,경기,310401,성남수정구,수진동,13327,"경기도 성남시 수정구 수정로 122, 2층 (수진동)",031-758-2822,,20060228,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1338937,37.4413077,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,두서울치과의원,51,치과의원,310000,경기,310403,성남분당구,수내동,13595,"경기도 성남시 분당구 백현로101번길 17, 407,408호 (수내동, 초림프라자)",031-715-2275,,20021004,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1125099,37.3774801,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,라미치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13383,"경기도 성남시 중원구 둔촌대로 84, 5층 501,502호 (성남동)",031-607-9800,,20210706,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1284766,37.4297249,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,라인플란트치과의원,51,치과의원,310000,경기,310401,성남수정구,신흥동,13353,"경기도 성남시 수정구 산성대로 267, 302호 (신흥동)",031-747-7528,,20111202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1464467,37.441324,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,류장춘치과의원,51,치과의원,310000,경기,310403,성남분당구,이매동,13568,"경기도 성남시 분당구 양현로94번길 21, 305호 (이매동, 분당코아빌딩)",031-706-6640,,19940513,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1263875,37.3909844,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,리볼리치과의원,51,치과의원,310000,경기,310403,성남분당구,구미동,13636,"경기도 성남시 분당구 성남대로 45, 3층 301호, 303호 (구미동)",031-786-0179,,20121224,2,0,0,0,0,0,0,0,2,0,0,0,0,0,127.1084631,37.3400099,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz,리앤씨치과의원,51,치과의원,310000,경기,310403,성남분당구,정자동,13558,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 3층 307호 (정자동)",031-778-7628,,20200901,2,0,0,0,0,0,0,0,2,0,0,0,0,0,127.1073306,37.3657518,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,마음드림치과의원,51,치과의원,310000,경기,310403,성남분당구,야탑동,13506,"경기도 성남시 분당구 성남대로 926, 분당메트로 7층 703호 (야탑동)",031-705-2879,,20240216,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,마이엠치과의원,51,치과의원,310000,경기,310401,성남수정구,복정동,13120,"경기도 성남시 수정구 성남대로 1342, (복정동, 가천대학교)",031-755-2835,,20110131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1307015,37.4523915,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,메디사랑치과의원,51,치과의원,310000,경기,310403,성남분당구,야탑동,13503,"경기도 성남시 분당구 장미로 198, 103호 (야탑동, 아델파크빌)",031-703-9928,,20080102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1429917,37.4124679,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,메디피움 분당치과의원,51,치과의원,310000,경기,310403,성남분당구,서현동,13589,"경기도 성남시 분당구 중앙공원로40번길 32, 2층 (서현동)",031-730-7731,,20020806,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1320504,37.3786829,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,메디피움치과의원,51,치과의원,310000,경기,310403,성남분당구,삼평동,13524,"경기도 성남시 분당구 분당내곡로 155, B동 4층 (삼평동, 판교역KCC웰츠타워)",031-1899-0050,,20131206,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1125236,37.3976391,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,모란상아치과의원,51,치과의원,310000,경기,310402,성남중원구,성남동,13355,"경기도 성남시 중원구 산성대로 106, 원진빌딩 4층 (성남동)",031-778-7834,,20220729,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1310111,37.4335792,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,목길수치과의원,51,치과의원,310000,경기,310403,성남분당구,서현동,13588,"경기도 성남시 분당구 중앙공원로39번길 7, 207호 (서현동, 삼성한신상가)",031-701-2875,,19920219,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.127983,37.3814323,
