암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,진료시작시간_일요일,진료종료시간_일요일,진료시작시간_월요일,진료종료시간_월요일,진료시작시간_화요일,진료종료시간_화요일,진료시작시간_수요일,진료종료시간_수요일,진료시작시간_목요일,진료종료시간_목요일,진료시작시간_금요일,진료종료시간_금요일,진료시작시간_토요일,진료종료시간_토요일
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,인생플란트치과의원,태평역 4번출구 해광빌딩,,,20.0,N,"인생플란트치과 맞은편, 새소망병원 옆 태평주차장에 주차",오전10시~오후3시 정상진료,오전10시~오후3시 정상진료,N,,,N,,,12시30분~14시00분,12시30분~13시00분,9시30분~19시,10시~15시,1000.0,1500.0,930.0,1900.0,930.0,1900.0,930.0,2030.0,930.0,2030.0,930.0,1900.0,1000.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,선치과의원,야탑3동 동사무소,금융고등학교방면,100m,10.0,N,,,,N,,,N,,,13시00분~14시00분,,,,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,,,1000.0,1900.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,연세사랑의치과의원,"분당선 정자역 4번출구, 신분당선 정자역 5번출구",수내역 방향,100 미터,50.0,N,2시간 무료 주차 가능합니다.,휴진,휴진,N,,,N,,,12시30분~2시,없음,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,도촌치과의원,세일프라자,건물 4층,,,,,전부 휴진,전부 휴진,N,,,N,,,1시~2시,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,서울로뎀치과의원,휴맥스빌리지2층,수내역3번출구에서맥도날드뒷편건물,2분,500.0,Y,"2시간무료주차, 2시간지나면 무료주차쿠폰지급",전부휴진,전부휴진,N,,,N,,,13:00 ~ 14:00,,10:00 ~ 18:00,10:00 ~ 14:00,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,S플러스치과의원,운중동 국민은행,같은건물 3층,,,,,,,N,,,N,,,13:00 - 14:00,13:00-14:00,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1530.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,연세노상엽치과의원,8호선 신흥역 13번 출구,종합시장 주택은행 맞은편(중동쪽),,,,,전부 휴진,전부 휴진,N,,,N,,,13시 00분부터 14시 00분 까지,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,웃는하루치과의원,AK백화점 6번 gate 나산프라자,분당구청,100mm,20.0,N,,휴무,휴무,N,,,N,,,12:30~14:00,12:30~14:00,09:30~19:00,09:30~17:00,,,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1700.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,이레치과의원,양지동 주민센터,주민센터 옆 건물 4층,,3.0,N,,전부휴진,전부휴진,N,,,N,,,1:00~2:00,,10:00~18:20,9:30~13:00,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,연세SD 치과의원,판교테크노밸리 삼환하이펙스 B동 301호,,,300.0,N,진료시 2시간 무료,전부휴진,전부휴진,N,,,N,,,14시 00분~15시 00분,,10시 30분~18시30분,,,,1030.0,1900.0,1030.0,1900.0,1030.0,1900.0,1030.0,1900.0,1030.0,1830.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,서울튼튼치과의원,,,,6.0,N,,휴진,휴진,N,,,N,,,1시~2시,없음,9시30분~7시,9시30분~2시,,,930.0,2100.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,민치과의원,상탑초등학교,상탑초등학교 우측,100m,6.0,N,주차장은 엘리베이터로 운행 함니다..,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,,10:00~18:30,10:00~13:30,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,서울나란이치과의원,성남 E마트 대각선 (구)인하병원 사거리 제중빌딩3층,,,0.0,N,제중빌딩 건물 내 주차 가능,,,N,,,N,,,13시 00분 ~ 14시 30분,,10시 00분 ~ 18시 30분,9시 00분 ~14시 00분,,,1000.0,1830.0,1000.0,1830.0,1000.0,2000.0,1000.0,1830.0,1000.0,1830.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,아튼빌치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,10시 00분~17시 30분,10시 00분~12시 00분,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,뉴욕치과의원,JS웨딩홀(구.뉴타운관광호텔),3층,3층,1.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,10시00분~19시00분,10시00분~16시00분,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,연세이미지치과의원,오리역 3번출구앞,,,20.0,N,,전부 휴진,전부 휴진,N,,,N,,,1시-2시,,10시-6시30분,10시-1시30분,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,연세센트럴치과의원,중앙시장,횡단보도 건너 바로 앞,10m,20.0,Y,치과 방문 진료시 무료주차 확인 도장,전부휴진,전부휴진,N,,,N,,,오후 1시 -2시,오후 1시 ~2시,"점심,퇴근시간 30분전까지","점심,퇴근시간 30분전까지",,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1400.0,1830.0,1000.0,1530.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,보스턴키즈치과의원,경기도 성남시 서현로204 엘리에클라트2차 4층 보스턴키즈치과,AK 프라자(서현역)5번출구.,200M,30.0,N,진료2시간 무료,전부휴진,전부휴진,N,,,N,,,01시00~02시00분,,,,,,1000.0,1740.0,1000.0,1740.0,1000.0,1740.0,1000.0,1740.0,1000.0,1740.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,밝은치과의원,,,,12.0,N,건물내 주차장 있음. 건물 앞 공영주차장도 이용가능.,,,N,,,N,,,13:00~14:00,,,,,,930.0,1830.0,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,1830.0,930.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,연세고운미소치과의원,천사의 도시1차 3층 (지하철 7번 8번사이 코너에 위치),"미금역사거리 수지,정자 방향",10m 이내,300.0,N,3시간 무료 주차 (주차등록필수),휴진,휴진,N,,,N,,,12시30분~2시00분,12시00분~1시00분,진료종료 1:30전 접수종료(상황에 따라 달라지기도 하니 전화문의 해주세요),진료종료 1:30전 접수종료(상황에 따라 달라지기도 하니 전화문의 해주세요),,,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1800.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,서울웰치과의원,분당구 성남대로 165 천사의 도시 1차,2층 228호,1분거리,100.0,N,3시간 무료입니다.,휴무,휴무,N,,,N,,,,,9시00분 ~18시 00분,9시00분~14시 00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,연세라인치과의원,야탑역 1번출구,1번출구 오른쪽,100m,0.0,N,1층에 주차 하시면 됩니다.,휴진,휴진,Y,,,Y,,,01시00분 ~ 02시00분,01시00분 ~ 02시00분,"am 10 : 00 - pm 7 : 00 (월,수,목 야간 20 : 30)",am 10 : 00 - pm 16 : 00,,,1000.0,2030.0,1000.0,1900.0,1000.0,2030.0,1000.0,2030.0,1000.0,1900.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,박근완치과의원,,,,,,,,,N,,,N,,,,,,,,,930.0,2100.0,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,1830.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,카라치과의원,정자1동 주민센터,대각선 맞은편,,0.0,N,월드비터 2시간,휴진,휴진,N,,,N,,,1시 ~2시,1시 ~2시,,,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1630.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz,에이플러스치과의원,경기도 성남시 분당구 분당로 53번길 9 에이원프라자 304,분당구청방향,,,,,,,N,,,N,,,12:30~2:00,12:00~1:00,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,보스톤치과의원,환승주차장 3층(신한타워),,,100.0,N,병원진료후 주차권을 드립니다.,,휴진,N,,,N,,,오후1:00 ~ 2:00,,,,1400.0,1900.0,930.0,2100.0,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQzIyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,하늘치과의원,성남시외버스터미널(홈플러스),맞은편 6층,,20.0,Y,"건물 지하주차장(무료), 건물 1층주차장(유료/주차권배부), 야탑역제1환승주차장(유료/주차권배부)",전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,점심시간 없음,,,,,1000.0,2000.0,1000.0,1800.0,1000.0,2000.0,1000.0,1800.0,1000.0,1800.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,서울아름치과의원,우리은행 이매동지점,같은 건물,,6.0,N,,,,N,,,N,,,12:30-14:00,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1230.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,백세이안치과의원,모란역5번출구,바로앞,1미터,90.0,Y,진료2시간무료,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,930.0,1830.0,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,서울하이안치과의원,정자 1동주민센터,정자 1동주민센터에서 미금역 방향 푸르지오시티 3차 D동,정자 1동주민센터 옆건물,20.0,N,건물2층 주차시 치과 복도와 바로 연결됩니다.,전부 휴진,전부 휴진,N,,,N,,,13시00분 ~ 14:00분,없음,10:00~19:00,10:00분~15:00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,더서울치과의원,성남시 수정구 수진동 4538-2 강원빌딩 3층 (태평역 5번출구 바로 앞  LG유플러스 건물 3층),태평역 5번출구 바로 앞,0mm,0.0,N,치과에서 모란역방향 50m 정도 태평주차장 주차가능,전부 휴진,"정상진료(추석,설날제외)",N,,,N,,,13:00~14:00,,월~목-9시30분~20시30분 / 금- 9시30분~18시30분,09시00분~13시00분,,,930.0,2030.0,930.0,2030.0,930.0,2030.0,930.0,2030.0,930.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,위례스마일치과의원,,,,,,,,,N,,,N,,,13시00분 ~ 14시00분,,,,1000.0,1400.0,1000.0,1900.0,1000.0,1900.0,,,1000.0,2100.0,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,정은치과의원,성남농협본점 맞은편 건물 2층,2번출구,,10.0,N,자동차로 오실 경우 미리 예약 전화 주시면 주차장 이용에 대해 안내해 드리겠습니다.,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시30분,09시00분~14시00분,,,930.0,1830.0,930.0,1830.0,930.0,2000.0,1400.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,라인플란트치과의원,,,,,,,,,N,,,N,,,13:00~14:00,,,,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,,,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,서울크리스탈치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,1000.0,2100.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,1900.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzExIyQxIyQ3IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,수미행치과의원,아미고타워2층,야탑역3번출구,,0.0,N,,,,N,,,N,,,9시30분 ~ 6시30분,9시30분 ~1시,9시30분 ~5시50분,9시30분~ 12시 20분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzExIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,아름다운치과의원,ak플라자,"이매촌방향,서현역5번출구",약200미터,0.0,N,진료시간 무료주차,,,N,,,N,,,01:00~2;30,,09:30~17:30,9:30~12:30,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,LA포스치과의원,,,,15.0,N,,전부 휴진,전부 휴진,N,,,N,,,13:00 - 14:30,13:00 - 14:00,,,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,서울N치과의원,,,,10.0,N,,,,N,,,N,,,13시00분~14시00분,,,,,,1000.0,1900.0,1000.0,1900.0,1000.0,2100.0,1400.0,1900.0,1000.0,1900.0,1000.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,연치과의원,금광2동주민센터,맞은편,바로앞 50M,,,주차장은 따로 없으며 도로변 공용유료주차장 이용바랍니다.,휴진,휴진,N,,,N,,,오후1시 ~ 오후2시,,오전9시30분 ~ 오후6시,오전9시30분 ~ 오후1시,,,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,솔플란트치과의원,"모란역 5번,6번 출구 사이 한일타워",,,20.0,N,병원 지하주차장 또는 삼영주차장,휴진,휴진,N,,,N,,,오후1시 - 2시,오후1시 - 2시,오전10시 - 오후7시,오전10시 - 오후4시,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,서울OK치과의원,,,,0.0,N,신흥역 성남중앙점 롯데시네마 지하에 주차후 데스크에 말씀해주십시오,전부 휴진,전부 휴진,N,,,N,,,오후1시~2시,,월수금 10시~18시30분 화 10시~21시 목 14시~18시30분,10시~14시,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1400.0,1830.0,1000.0,1830.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,분당그린치과의원,야탑역1번출구,출구정문에서 우측,10m,10.0,N,진료 2시간 무료,,,N,,,N,,,,중식시간없음,,,,,1000.0,1900.0,1000.0,2030.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,보스턴완치과의원,서현역 5번출구 직진 아웃백 건물 4층,,,0.0,N,지하 주차장 이용가능,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,10시00분~17시30분,10시00분~14시00분,,,1000.0,1800.0,1000.0,1800.0,1400.0,2100.0,,,1000.0,1800.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,유디치과의원,,,,10.0,N,,전부휴진,전부휴진,N,,,N,,,13시 00분 ~ 14시 00분,,9시30분 ~ 18시 30분,9시 30분 ~ 14시 30분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서울예쁜얼굴치과의원,구미동 우체국,정문에서 좌측,약100m,135.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시 00분~14시00분,,"10시 30분~18시 00분, 목요일 10시~1시",9시~14시,,,1030.0,1830.0,1030.0,1830.0,1030.0,1830.0,1000.0,1300.0,1030.0,1830.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,키즈파파치과의원,아미고타워,,,100.0,Y,1시간 무료주차,휴진,휴진,N,,,N,,,13시00분~14시00분,점심시간 없이 진료,,,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,0.0,0.0,1000.0,1800.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,미서울치과의원,엘레강스 B동,농협건물 3층,,80.0,N,,휴진,정상근무-전화문의,N,,,N,,,13시00분~ 14시30분,점심시간 없음,09시~17시00분,09시~12시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,사람과치과의원,"교보생명,대한생명,탄리파출소",,,0.0,N,"신흥제7공영주차장, 주차권을 가져오시면 됩니다",휴무,휴무,N,,,N,,,1시-2시,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,1400.0,2100.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,소망플란트치과의원,산성역 환승주차장,포레스티아 아파트 방향,250m,40.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시30분(화요일 09시30분~20시30분),09시30분~13시30분,,,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,서울산성플란트치과의원,,,,0.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,,,,,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,서울삼성치과의원,위례중앙역 위례중앙타워,,,0.0,N,위례중앙타워 주차장에 주차 후 방문확인,휴진,휴진,N,,,N,,,13:00 ~ 14:00,,9:30 ~18:00,9:30 ~ 13:00,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,,,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,고등퍼스트치과의원,고등퍼스트 치과,,,14.0,N,,휴진,휴진,N,,,N,,,13:00~14:00,점심시간 없음,,,,,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,연세청춘치과의원,,,,,,,,,N,,,N,,,13시00분~14시30분,,,,1000.0,1400.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,2100.0,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,탑플란트치과의원,이마트 성남점,북쪽,30m,10.0,N,이마트 성남점에 주차 후 치과 내원시 데스크에 알림,전부 휴진,전부 휴진,N,,,N,,,13시 00분 ~ 14시 00분,,09시 30분 ~ 18시 30분,09시 30분 ~ 13시 30분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,덴플러스치과의원,,,,,,,,,N,,,N,,,1시-2시,,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,1400.0,1800.0,930.0,1800.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,연세탑치과의원,,,,,,,,,N,,,N,,,12시30분~14시00분,,,,,,930.0,1830.0,930.0,1830.0,930.0,2030.0,930.0,1830.0,930.0,2030.0,930.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,미담치과의원,,,,0.0,N,,전부휴진,전부휴진,N,,,N,,,"월~수,금 1;30~2;30",,,,,,1000.0,2000.0,1000.0,1900.0,1000.0,1900.0,1000.0,1330.0,1000.0,1900.0,1000.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,닥터최 치과보존과 치과의원,,,,16.0,N,,,,N,,,N,,,,,,,,,930.0,1830.0,930.0,1830.0,800.0,1400.0,,,930.0,1830.0,800.0,1400.0
